"spider_id","site","site_type","sex","z_ln_weight","z_poke_score","z_ln_tot_prey_attack","z_ln_Tactive","z_days_noweb","in_situ","landPC1","landsub_pc1","mh_pc1"
"A01","South Alster","Urban","F",0.157866858041438,0.32949246839548,NA,NA,0.167868743865926,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A02","South Alster","Urban","F",0.663325563514774,-0.137041504156182,NA,NA,-0.393977664175133,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A03","South Alster","Urban","F",0.397765915435587,1.17773605485305,NA,NA,-0.393977664175133,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A04","South Alster","Urban","F",0.397765915435587,2.66216233115379,NA,0.465985962454327,1.29156155994805,0,0.0211937520245644,1.43458767468614,0.753457066389678
"B01","Alsterufer","Urban","F",-0.420150930257185,-0.165316290371434,NA,NA,0.729715151906986,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B02","Alsterufer","Urban","F",0.00582829253494645,-0.94287291129087,NA,0.962604833651064,0.167868743865926,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B03","Alsterufer","Urban","F",0.495985588945913,0.965675158238655,NA,0.492819350535793,0.167868743865926,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B04","Alsterufer","Urban","F",-0.758269661161659,-0.306690221447695,NA,1.22710334589296,-0.955824072216193,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B05","Alsterufer","Urban","I",-0.758269661161659,-1.57905560113405,NA,-0.818036796846905,1.29156155994805,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B06","Alsterufer","Urban","F",0.157866858041438,-0.137041504156182,NA,0.115712771465981,-0.393977664175133,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B07","Alsterufer","Urban","F",-0.180251872863036,-0.94287291129087,NA,-0.300682460699548,1.29156155994805,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B08","Alsterufer","Urban","M",-0.758269661161659,-0.200659773140499,NA,0.802455001314466,0.167868743865926,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B09","Alsterufer","Urban","F",0.00582829253494645,-0.561163297384965,NA,0.784155335995758,-0.393977664175133,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B10","Alsterufer","Urban","M",-0.180251872863036,0.0326072131353313,NA,-1.02926656634758,-0.955824072216193,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B11","Alsterufer","Urban","F",0.00582829253494645,-0.730812014676478,NA,-1.44931898080835,-0.393977664175133,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"B12","Alsterufer","Urban","F",1.41212210814901,-0.815636373322235,NA,0.856760837492285,-0.393977664175133,0,0.0104000288115565,1.62429468671525,-0.667731975120759
"C01","Volkspark","Sub urban",NA,-1.33628744946028,-0.94287291129087,NA,NA,0.167868743865926,0,-0.147503695362142,-0.264744747684683,0.259718553529123
"C02","Volkspark","Sub urban","M",-1.33628744946028,-0.306690221447695,NA,0.0307643350457711,-0.955824072216193,0,-0.147503695362142,-0.264744747684683,0.955152928538914
"C03","Volkspark","Sub urban","M",-0.758269661161659,-1.6638799597798,NA,-2.0186471045276,-0.955824072216193,0,-0.147503695362142,-0.264744747684683,0.955152928538914
"C04","Volkspark","Sub urban",NA,-1.33628744946028,-2.85142098082039,NA,NA,-0.955824072216193,0,-0.147503695362142,-0.264744747684683,0.955152928538914
"D01","North Alster","Urban","M",-0.758269661161659,0.117431571781088,-0.354034155632135,-0.720457499168802,0.167868743865926,0,0.702775420931827,-0.97942512164339,4.5981250518306
"D03","North Alster","Urban","M",-1.33628744946028,0.626377723655628,0.270790997225712,-2.1183851265607,-0.393977664175133,0,0.702775420931827,-0.97942512164339,0.98922427488635
"D04","North Alster","Urban","F",0.97578370373421,-0.518751118062087,-0.443294891754684,-1.9259928583631,0.729715151906986,0,0.702775420931827,-0.97942512164339,1.26264928724071
"D05","North Alster","Urban","F",-1.33628744946028,-0.306690221447695,0.270790997225712,0.820677958899297,-0.393977664175133,0,0.702775420931827,-0.97942512164339,3.23436384999839
"D06","North Alster","Urban","M",-1.33628744946028,-0.589438083600218,-0.889598572367432,0.975526534966931,-0.955824072216193,0,0.702775420931827,-0.97942512164339,1.52899042360282
"D07","North Alster","Urban","M",-0.758269661161659,-0.730812014676478,0.627833941715911,0.816253382209238,-0.955824072216193,0,0.702775420931827,-0.97942512164339,1.52899042360282
"D09","North Alster","Urban","M",-0.758269661161659,1.28376650316024,0.181530261103163,0.993934277565695,0.167868743865926,0,0.702775420931827,-0.97942512164339,-0.698483981042707
"D10","North Alster","Urban","F",-0.758269661161659,-0.872185945752739,-1.15738078073508,-1.17995661650368,-0.955824072216193,0,0.702775420931827,-0.97942512164339,-0.700321729311963
"D11","North Alster","Urban","F",-1.33628744946028,-0.815636373322235,-0.0862519472644859,-0.119554339093643,-0.955824072216193,0,0.702775420931827,-0.97942512164339,2.89808679218629
"D12","North Alster","Urban","F",-1.33628744946028,-0.94287291129087,-1.42516298910273,-1.79958330943783,-0.393977664175133,0,0.702775420931827,-0.97942512164339,2.38347036555574
"D13","North Alster","Urban","F",0.663325563514774,NA,NA,-1.200668240355,1.85340796798911,0,0.702775420931827,-0.97942512164339,-0.28551632048099
"E01","Botanical gardens","Sub urban","M",-1.33628744946028,-0.900460731967992,-0.354034155632135,1.05135427195046,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,-0.735874667815631
"E02","Botanical gardens","Sub urban","M",-1.33628744946028,0.32949246839548,-0.443294891754684,-0.563347962496222,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,-0.732288210305375
"E03","Botanical gardens","Sub urban","F",-1.33628744946028,-0.985285090613748,-1.06812004461253,-2.13032942222323,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,-0.730494981550247
"E04","Botanical gardens","Sub urban","F",-1.33628744946028,-0.137041504156182,-1.06812004461253,0.361868561872604,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,-0.667731975120759
"E05","Botanical gardens","Sub urban","M",-1.33628744946028,-0.900460731967992,-1.15738078073508,0.0990998151504235,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E06","Botanical gardens","Sub urban","F",-1.33628744946028,-0.448064152523956,-1.06812004461253,-0.37574212777893,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E07","Botanical gardens","Sub urban","F",-0.758269661161659,2.16735357238687,-1.33590225298018,0.350818806383355,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E08","Botanical gardens","Sub urban","F",-1.33628744946028,-1.04890335959807,0.270790997225712,0.988516321341899,0.167868743865926,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E09","Botanical gardens","Sub urban","M",-1.33628744946028,-0.221865862801939,-1.33590225298018,-0.641546220743016,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E10","Botanical gardens","Sub urban","F",-0.758269661161659,-0.476338938739209,NA,0.665653413899683,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E11","Botanical gardens","Sub urban","F",-1.33628744946028,-0.236003255909565,NA,-0.386933740511884,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E12","Botanical gardens","Sub urban","F",-0.758269661161659,0.117431571781088,NA,0.579930909063283,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,1.9865662054721
"E13","Botanical gardens","Sub urban","M",-1.33628744946028,-0.645987656030722,-0.264773419509585,0.863774333737958,-0.393977664175133,0,-0.45961285002464,-0.401262554115808,-0.750220497856657
"E14","Botanical gardens","Sub urban","M",-1.33628744946028,-1.79111649774844,-0.175512683387036,0.601776137798114,-0.955824072216193,0,-0.45961285002464,-0.401262554115808,-0.750220497856657
"E15","Botanical gardens","Sub urban","F",0.495985588945913,0.965675158238655,NA,0.51193027175369,0.167868743865926,0,-0.45961285002464,-0.401262554115808,-0.759186641632298
"E16","Botanical gardens","Sub urban","I",-1.33628744946028,-0.872185945752739,NA,0.50561374133026,0.167868743865926,0,-0.45961285002464,-0.401262554115808,-0.759186641632298
"F01","Hasse Park","Sub urban","F",-1.33628744946028,-0.730812014676478,-0.711077100122333,-0.299624871168965,-0.955824072216193,0,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F02","Hasse Park","Sub urban","M",-0.420150930257185,1.38979695146744,1.78822351130905,0.623005024920953,1.85340796798911,0,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F03","Hasse Park","Sub urban","M",-0.758269661161659,0.117431571781088,0.71709467783846,0.618026880969717,1.29156155994805,0,-0.424126069005071,-1.14835058483503,-0.0102535598573691
"F04","Hasse Park","Sub urban","F",-1.33628744946028,-0.391514580093452,-0.443294891754684,-1.11009759935998,-0.955824072216193,0,-0.424126069005071,-1.14835058483503,0.547489395924513
"F05","Hasse Park","Sub urban","M",-0.758269661161659,1.60185784808183,0.80635541396101,0.0452711360878092,1.29156155994805,0,-0.424126069005071,-1.14835058483503,0.547489395924513
"F06","Hasse Park","Sub urban","F",-0.758269661161659,0.32949246839548,1.96674498355415,0.430989918435117,0.167868743865926,0,-0.424126069005071,-1.14835058483503,2.26900188111624
"F07","Hasse Park","Sub urban","F",-0.420150930257185,2.13201008961781,3.39491676151495,0.449570487825715,0.167868743865926,0,-0.424126069005071,-1.14835058483503,0.645818821567857
"F08","Hasse Park","Sub urban","M",-0.180251872863036,NA,NA,1.40693730597735,2.41525437603016,0,-0.424126069005071,-1.14835058483503,-0.802224131755375
"F09","Hasse Park","Sub urban","M",-0.420150930257185,NA,NA,0.862760292490797,2.41525437603016,0,-0.424126069005071,-1.14835058483503,1.30901959849947
"G01","Seeveniederung","Rural","F",0.495985588945913,-0.730812014676478,0.00300878885806361,-0.237770584682082,0.167868743865926,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G02","Seeveniederung","Rural","F",0.00582829253494645,-0.476338938739209,-0.175512683387036,0.059503545224385,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G03","Seeveniederung","Rural","F",-0.180251872863036,0.965675158238655,NA,1.02464801240682,0.729715151906986,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G04","Seeveniederung","Rural","F",-0.758269661161659,-0.985285090613748,NA,-0.0642357609068455,-0.393977664175133,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G05","Seeveniederung","Rural","F",0.397765915435587,0.682927296086133,1.34191983069631,0.212111044911015,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G06","Seeveniederung","Rural","F",-1.33628744946028,-0.589438083600218,-1.24664151685763,0.65858787065304,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G07","Seeveniederung","Rural","F",-0.180251872863036,-1.32458252519678,-0.711077100122333,-0.907323611607769,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G08","Seeveniederung","Rural","F",0.157866858041438,-0.730812014676478,0.449312469470811,-0.0822271803523087,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G09","Seeveniederung","Rural","M",-0.420150930257185,NA,NA,1.22138478863662,2.41525437603016,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"G10","Seeveniederung","Rural","F",0.00582829253494645,-0.165316290371434,-0.621816363999783,0.434782742943728,-0.955824072216193,0,-1.37286878116343,-0.312743215202067,0.375935747209621
"H01","Hoebeck","Rural","F",-0.180251872863036,0.541553365009871,0.984876886206109,-0.982010469043442,-0.955824072216193,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H02","Hoebeck","Rural","F",0.00582829253494645,0.117431571781088,NA,-2.13032942222323,1.29156155994805,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H03","Hoebeck","Rural","F",0.495985588945913,0.647583813317067,0.627833941715911,-0.220925225650278,0.167868743865926,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H04","Hoebeck","Rural","M",-0.758269661161659,0.965675158238655,2.0560057196767,NA,1.85340796798911,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H05","Hoebeck","Rural","M",-0.420150930257185,-0.306690221447695,-1.06812004461253,0.751019343965929,1.85340796798911,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H06","Hoebeck","Rural","F",0.157866858041438,0.371904647718358,NA,0.225903708478366,-0.393977664175133,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H07","Hoebeck","Rural","F",1.69710800501187,NA,NA,-2.13032942222323,2.41525437603016,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H08","Hoebeck","Rural","F",1.41212210814901,0.753614261624263,NA,-1.7507773149284,0.167868743865926,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H09","Hoebeck","Rural","F",0.00582829253494645,2.02597964131061,1.16339835845121,0.927952242539625,0.167868743865926,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H10","Hoebeck","Rural","F",0.495985588945913,-0.306690221447695,NA,0.741674980293891,1.29156155994805,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H11","Hoebeck","Rural","M",-0.420150930257185,0.40017943393361,0.00300878885806361,0.754021676168939,0.729715151906986,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H12","Hoebeck","Rural","M",-0.420150930257185,NA,NA,1.25760129872717,2.41525437603016,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"H13","Hoebeck","Rural","F",-0.180251872863036,0.0326072131353313,0.0922695249806132,1.02492073055917,-0.393977664175133,0,-0.859158082852416,-0.239170180019783,-0.361480941888394
"I01","Lundugsbrucken","Urban","F",0.735884646340062,1.89874310334198,0.00300878885806361,-0.518921937539259,-0.393977664175133,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I02","Lundugsbrucken","Urban","F",0.58384608083357,0.753614261624263,1.60970203906396,NA,0.167868743865926,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I03","Lundugsbrucken","Urban","F",0.397765915435587,-0.0239423592951729,-0.621816363999783,-0.438510110569533,-0.955824072216193,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I04","Lundugsbrucken","Urban","F",-0.758269661161659,-0.306690221447695,NA,1.52842136956217,0.729715151906986,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I05","Lundugsbrucken","Urban","F",-0.180251872863036,-0.94287291129087,-0.264773419509585,0.921514582288092,-0.393977664175133,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I06","Lundugsbrucken","Urban","F",0.00582829253494645,0.435522916702675,1.52044130294141,0.317359854609236,0.167868743865926,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I07","Lundugsbrucken","Urban","M",-0.420150930257185,0.753614261624263,NA,1.26172628158438,0.167868743865926,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I08","Lundugsbrucken","Urban","F",1.02633878179205,0.965675158238655,NA,0.557939820581794,0.729715151906986,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I09","Lundugsbrucken","Urban","F",-1.33628744946028,-0.0522171455104254,-0.532555627877234,0.901221896511204,-0.393977664175133,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"I10","Lundugsbrucken","Urban","F",-0.420150930257185,-0.306690221447695,NA,0.396594439342853,0.729715151906986,0,-0.317965058693592,1.98025088884125,-0.631867400018195
"J01","Staarlandstrasse","Urban","F",0.802632532152012,0.0326072131353313,NA,0.159162420674844,-0.955824072216193,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"J02","Staarlandstrasse","Urban","I",-1.33628744946028,-1.79111649774844,NA,-0.157516630604846,-0.955824072216193,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"J03","Staarlandstrasse","Urban","I",-1.33628744946028,-1.15493380790526,NA,-1.50227875868573,1.85340796798911,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"J04","Staarlandstrasse","Urban","M",-1.33628744946028,0.0114011234738922,NA,0.500704500688266,-0.955824072216193,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"J05","Staarlandstrasse","Urban","F",-0.758269661161659,-0.518751118062087,NA,0.726289146894146,-0.955824072216193,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"J06","Staarlandstrasse","Urban","F",-0.758269661161659,-1.57905560113405,NA,-0.785091460545987,-0.393977664175133,0,1.89701902419009,-0.553362450231473,-0.649799687569477
"K01","Staats forest","Rural","F",0.286413633556708,0.541553365009871,NA,0.60400569447263,0.167868743865926,0,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K02","Staats forest","Rural","F",1.41212210814901,-0.306690221447695,NA,0.476420042529781,-0.955824072216193,0,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K03","Staats forest","Rural","F",-1.33628744946028,0.32949246839548,-0.443294891754684,-1.07820186317319,-0.955824072216193,0,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K04","Staats forest","Rural","F",-1.33628744946028,0.117431571781088,0.71709467783846,1.25953354134265,0.167868743865926,0,-0.381942829279065,-0.534839310089476,-0.768152785407939
"K05","Staats forest","Rural","M",-1.33628744946028,-1.57905560113405,0.181530261103163,-0.67125861869449,0.729715151906986,0,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K06","Staats forest","Rural","F",-1.33628744946028,-0.476338938739209,0.0922695249806132,-2.13032942222323,-0.393977664175133,0,-0.381942829279065,-0.534839310089476,-0.759186641632298
"K07","Staats forest","Rural","M",-0.420150930257185,-0.872185945752739,NA,-0.420922252176663,0.729715151906986,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K08","Staats forest","Rural","M",-0.420150930257185,1.81391874469622,-1.06812004461253,1.37246079982758,1.85340796798911,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K09","Staats forest","Rural","F",-0.758269661161659,-1.43768167005778,NA,0.894658479699731,0.729715151906986,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K10","Staats forest","Rural","F",0.495985588945913,0.682927296086133,0.00300878885806361,0.564169091776821,-0.955824072216193,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K11","Staats forest","Rural","F",0.397765915435587,-0.0946293248333036,-0.264773419509585,-1.39984272434252,0.167868743865926,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K12","Staats forest","Rural","F",1.4717119809401,-0.306690221447695,NA,-0.801383838860893,-0.955824072216193,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K13","Staats forest","Rural","F",-0.180251872863036,2.49251361386227,1.07413762232866,0.718544912222806,-0.393977664175133,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K14","Staats forest","Rural","M",-0.420150930257185,-0.306690221447695,-0.889598572367432,1.22578217734992,1.85340796798911,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K15","Staats forest","Rural","F",-0.420150930257185,0.32949246839548,-0.175512683387036,1.5550369509275,-0.955824072216193,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"K16","Staats forest","Rural","F",1.02633878179205,2.238040537925,0.984876886206109,0.612544058971062,0.167868743865926,0,-0.381942829279065,-0.534839310089476,-0.802224131755375
"L01","Barmbek Sud","Urban","F",0.397765915435587,0.117431571781088,-1.24664151685763,0.251553137902533,-0.393977664175133,0,1.43427942448047,-0.634249849267278,2.31024614248419
"L02","Barmbek Sud","Urban","F",-0.420150930257185,-1.79111649774844,1.78822351130905,NA,0.167868743865926,0,1.43427942448047,-0.634249849267278,0.0220245577349387
"L03","Barmbek Sud","Urban","I",-1.33628744946028,-2.00317739436283,NA,NA,-0.393977664175133,0,1.43427942448047,-0.634249849267278,0.0220245577349387
"L05","Barmbek Sud","Urban","F",1.9259618228288,0.40017943393361,NA,-2.13032942222323,-0.955824072216193,0,1.43427942448047,-0.634249849267278,0.77463313604838
"L06","Barmbek Sud","Urban","F",-0.420150930257185,-1.15493380790526,-0.621816363999783,0.912070484754035,-0.955824072216193,0,1.43427942448047,-0.634249849267278,0.77463313604838
"L07","Barmbek Sud","Urban","I",-1.33628744946028,1.67254481361996,-0.0862519472644859,0.469036282626888,-0.955824072216193,0,1.43427942448047,-0.634249849267278,0.846064130364801
"M01","Alster East","Urban","F",1.02633878179205,0.0467446062429573,1.52044130294141,0.700298853464029,-0.955824072216193,0,-0.390634160382644,1.05050930177231,0.872962561691724
"M02","Alster East","Urban","F",0.58384608083357,0.287080289072601,NA,0.885853690039784,-0.393977664175133,0,-0.390634160382644,1.05050930177231,0.21334824227037
"M03","Alster East","Urban","F",1.02633878179205,1.22014823417592,0.627833941715911,1.18517527958179,-0.393977664175133,0,-0.390634160382644,1.05050930177231,0.21334824227037
"M04","Alster East","Urban","F",1.4717119809401,-0.448064152523956,-1.69294519747038,0.798658635601916,-0.955824072216193,0,-0.390634160382644,1.05050930177231,0.236660216087036
"M05","Alster East","Urban","F",1.20255015275981,2.238040537925,NA,NA,1.29156155994805,0,-0.390634160382644,1.05050930177231,0.209761784760113
"M06","Alster East","Urban","F",1.02633878179205,-0.0946293248333036,NA,0.03110489844925,0.167868743865926,0,-0.390634160382644,1.05050930177231,-0.725115295284862
"M07","Alster East","Urban","F",0.735884646340062,-0.137041504156182,0.71709467783846,-2.13032942222323,-0.393977664175133,0,-0.390634160382644,1.05050930177231,-0.674904890141272
"M08","Alster East","Urban","F",0.802632532152012,-1.86180346328657,NA,0.0779641505131524,-0.955824072216193,0,-0.390634160382644,1.05050930177231,-0.683871033916913
"M09","Alster East","Urban","F",0.735884646340062,0.753614261624263,0.71709467783846,0.645459507354937,-0.955824072216193,0,-0.390634160382644,1.05050930177231,-0.683871033916913
"M10","Alster East","Urban","F",1.34794403453018,-0.306690221447695,-1.69294519747038,-0.870328151347811,-0.393977664175133,0,-0.390634160382644,1.05050930177231,-0.700010092713067
"M11","Alster East","Urban","F",0.286413633556708,-0.624781566369283,0.538573205593361,0.662570398881578,-0.393977664175133,0,-0.390634160382644,1.05050930177231,-0.720002726104246
"M12","Alster East","Urban","F",0.802632532152012,-0.730812014676478,-0.0862519472644859,0.929295117870678,-0.955824072216193,0,-0.390634160382644,1.05050930177231,-0.720002726104246
"M13","Alster East","Urban","F",1.02633878179205,0.626377723655628,-1.06812004461253,0.636527501301826,-0.393977664175133,0,-0.390634160382644,1.05050930177231,-0.639040315038708
"N01","Hammer","Sub urban","F",0.157866858041438,-1.04890335959807,NA,-1.20242021978938,0.167868743865926,0,1.62272243657606,-0.289043249777829,0.0274487635144514
"N02","Hammer","Sub urban","F",1.34794403453018,0.0326072131353313,1.96674498355415,0.0163196763515276,-0.393977664175133,0,1.62272243657606,-0.289043249777829,-0.803737795235727
"N03","Hammer","Sub urban","I",-1.33628744946028,-1.15493380790526,NA,-0.173433260330524,1.29156155994805,0,1.62272243657606,-0.289043249777829,-0.802224131755375
"A05","South Alster","Urban","F",1.02633878179205,0.117431571781088,NA,-0.488430756525906,0.729715151906986,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A06","South Alster","Urban","F",2.2751257933105,0.541553365009871,-1.96072740583803,-2.13032942222323,1.85340796798911,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A07","South Alster","Urban","F",1.99013989644763,NA,NA,-2.13032942222323,2.41525437603016,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A08","South Alster","Urban","F",1.8001901027754,2.40768925521652,0.449312469470811,0.608128854526691,-0.393977664175133,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A09","South Alster","Urban","F",1.4717119809401,NA,NA,-2.13032942222323,2.41525437603016,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A10","South Alster","Urban","F",1.49998260003667,-0.0239423592951729,NA,-0.510482879062501,0.729715151906986,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A11","South Alster","Urban","F",0.802632532152012,0.0467446062429573,0.181530261103163,NA,-0.955824072216193,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A12","South Alster","Urban","F",2.20654716385056,NA,NA,-0.343692728273414,2.41525437603016,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A13","South Alster","Urban","F",2.46120595870848,0.541553365009871,-1.96072740583803,0.239964200845889,1.85340796798911,0,0.0211937520245644,1.43458767468614,0.753457066389678
"A14","South Alster","Urban","F",1.85642961591021,0.541553365009871,NA,-2.13032942222323,1.85340796798911,0,0.0211937520245644,1.43458767468614,0.753457066389678
"O01","Boberger","Rural","F",-0.420150930257185,-0.645987656030722,NA,0.90825940545138,-0.393977664175133,0,-1.33457856025156,-0.732451289148118,-0.759186641632298
"O02","Boberger","Rural","F",0.663325563514774,-0.730812014676478,-0.0862519472644859,0.11113473162702,-0.955824072216193,0,-1.33457856025156,-0.732451289148118,-0.769946014163068
"O03","Boberger","Rural","F",0.802632532152012,0.258805502857349,NA,1.14806147199128,0.729715151906986,0,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O04","Boberger","Rural","F",0.58384608083357,1.89874310334198,0.00300878885806361,0.626408494168371,-0.955824072216193,0,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O05","Boberger","Rural","F",0.157866858041438,1.13532387553017,0.181530261103163,0.288656783273806,-0.393977664175133,0,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O06","Boberger","Rural","F",0.495985588945913,0.541553365009871,-0.443294891754684,-1.85594465835803,-0.955824072216193,0,-1.33457856025156,-0.732451289148118,-0.802224131755375
"O07","Boberger","Rural","F",2.14474827414724,0.117431571781088,NA,0.102204088641937,1.29156155994805,0,-1.33457856025156,-0.732451289148118,-0.768152785407939
